City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
290,Monaghan,IE,2021-04-30 20:25:19,54.25,-6.9667,41.0,60,0,4.61
291,Alice Springs,AU,2021-04-30 20:25:19,-23.7,133.8833,50.0,57,49,3.44
292,Labytnangi,RU,2021-04-30 20:25:19,66.6572,66.4183,10.35,89,98,4.52
293,Te Anau,NZ,2021-04-30 20:25:19,-45.4167,167.7167,38.26,94,100,0.89
294,Nerchinskiy Zavod,RU,2021-04-30 20:25:20,51.3088,119.61,30.97,91,62,4.36
295,Ust-Nera,RU,2021-04-30 20:25:20,64.5667,143.2,30.72,96,97,2.19
296,San Isidro,PE,2021-04-30 20:25:20,-12.1167,-77.05,72.0,77,40,10.36
297,Teahupoo,PF,2021-04-30 20:25:21,-17.8333,-149.2667,82.4,74,40,10.36
298,Orlik,RU,2021-04-30 20:25:21,52.5178,99.825,35.08,98,100,2.01
299,Yozgat,TR,2021-04-30 20:24:37,39.5833,35.3333,53.22,71,67,2.37
300,Belyy Yar,RU,2021-04-30 20:25:21,53.6039,91.3903,37.4,75,0,2.24
301,Bafra,TR,2021-04-30 20:25:22,41.5678,35.9069,61.0,87,75,2.3
302,Salta,AR,2021-04-30 20:21:06,-24.7859,-65.4117,68.0,52,0,9.22
303,Lancaster,US,2021-04-30 20:25:22,40.2504,-76.2499,64.4,29,90,35.68
304,Martapura,ID,2021-04-30 20:25:23,-3.4167,114.85,77.0,94,20,3.44
305,Shakawe,BW,2021-04-30 20:25:23,-18.3667,21.85,69.04,58,65,3.36
306,Aban,RU,2021-04-30 20:25:23,56.67,96.06,35.83,89,4,6.26
307,Mocuba,MZ,2021-04-30 20:24:49,-16.8392,36.9856,71.78,97,0,3.47
308,Ugoofaaru,MV,2021-04-30 20:25:24,5.6667,73.0,83.52,75,39,5.77
309,Mayumba,GA,2021-04-30 20:25:24,-3.432,10.6554,79.48,87,100,4.79
310,Magdagachi,RU,2021-04-30 20:25:24,53.45,125.8,32.16,78,100,2.55
311,Villarrica,PY,2021-04-30 20:25:25,-25.75,-56.4333,78.42,39,0,4.7
312,Nome,US,2021-04-30 20:25:25,64.5011,-165.4064,24.01,63,1,3.44
313,Wellington,NZ,2021-04-30 20:21:11,-41.2866,174.7756,53.6,71,90,18.41
314,Camana,PE,2021-04-30 20:25:25,-16.6228,-72.7111,70.02,72,18,9.82
315,Propria,BR,2021-04-30 20:25:26,-10.2111,-36.8403,78.15,79,26,9.62
316,Richards Bay,ZA,2021-04-30 20:25:26,-28.783,32.0377,65.21,87,99,15.82
317,Ust-Kuyga,RU,2021-04-30 20:25:26,70.0167,135.6,29.68,91,98,3.04
318,Galiakot,IN,2021-04-30 20:25:27,23.5167,74.0,90.72,26,100,2.68
319,Shimoda,JP,2021-04-30 20:25:27,34.6667,138.95,61.0,79,0,11.79
320,Kruisfontein,ZA,2021-04-30 20:25:27,-34.0033,24.7314,55.99,72,0,1.01
321,Ornskoldsvik,SE,2021-04-30 20:25:28,63.2909,18.7153,33.8,64,75,5.75
322,Northam,GB,2021-04-30 20:25:28,51.0333,-4.2167,42.01,81,28,1.99
323,Kilis,TR,2021-04-30 20:24:39,36.7161,37.115,68.0,40,0,10.36
324,Karatau,KZ,2021-04-30 20:25:29,43.1667,70.4667,52.27,73,100,6.33
325,Paamiut,GL,2021-04-30 20:25:29,61.994,-49.6678,37.47,83,0,5.97
326,Batagay-Alyta,RU,2021-04-30 20:25:30,67.8006,130.4114,24.12,94,99,1.66
327,Jishou,CN,2021-04-30 20:25:30,28.3167,109.7167,68.16,76,79,1.5
328,Nova Olinda Do Norte,BR,2021-04-30 20:25:30,-3.8881,-59.0942,85.41,66,91,1.14
329,Meulaboh,ID,2021-04-30 20:25:31,4.1363,96.1285,77.0,88,53,3.89
330,Kawalu,ID,2021-04-30 20:25:31,-7.3817,108.2082,72.12,95,89,2.48
331,Macau,MO,2021-04-30 20:25:31,22.2006,113.5461,75.2,88,20,3.44
332,Saquena,PE,2021-04-30 20:25:32,-4.6667,-73.5167,79.02,92,37,3.6
333,Bandar-E Lengeh,IR,2021-04-30 20:25:32,26.5579,54.8807,81.23,60,84,11.74
334,Chernenko,RU,2021-04-30 20:23:15,44.365,39.3103,50.49,86,40,4.25
335,Mujiayingzi,CN,2021-04-30 20:25:32,42.1167,118.7833,40.62,42,100,10.07
336,Aborlan,PH,2021-04-30 20:25:33,9.4352,118.5492,78.39,79,100,2.75
337,Vao,NC,2021-04-30 20:25:33,-22.6667,167.4833,74.53,64,97,18.99
338,Carnarvon,AU,2021-04-30 20:21:30,-24.8667,113.6333,64.4,59,78,10.36
339,Bima,ID,2021-04-30 20:25:33,-8.4667,118.7167,75.04,95,10,1.81
340,Necochea,AR,2021-04-30 20:25:34,-38.5473,-58.7368,71.01,51,0,11.01
341,San Felipe,VE,2021-04-30 20:25:34,10.3399,-68.7425,81.91,66,100,4.74
342,Piacabucu,BR,2021-04-30 20:25:34,-10.4056,-36.4344,78.84,79,15,11.25
343,Kavaratti,IN,2021-04-30 20:25:35,10.5669,72.642,84.29,74,14,5.95
344,Filadelfia,US,2021-04-30 20:25:22,39.9523,-75.1638,69.01,28,75,24.16
345,Umm Lajj,SA,2021-04-30 20:25:35,25.0213,37.2685,85.86,38,0,6.51
346,Mounana,GA,2021-04-30 20:25:35,-1.4085,13.1586,72.14,96,92,0.18
347,Hailar,CN,2021-04-30 20:25:36,49.2,119.7,34.25,76,75,6.13
348,Lichuan,CN,2021-04-30 20:25:36,30.3,108.85,57.69,80,0,0.43
349,Portland,US,2021-04-30 20:25:36,45.5234,-122.6762,66.2,52,75,5.75
350,Lillooet,CA,2021-04-30 20:25:37,50.6856,-121.942,66.2,39,1,16.11
351,Margate,GB,2021-04-30 20:25:37,51.3813,1.3862,46.0,70,35,4.5
352,Gazli,UZ,2021-04-30 20:25:37,40.1333,63.45,63.01,48,34,20.83
353,Hasaki,JP,2021-04-30 20:25:37,35.7333,140.8333,51.8,93,20,2.3
354,Honningsvag,NO,2021-04-30 20:25:38,70.9821,25.9704,28.4,93,90,31.07
355,Rawson,AR,2021-04-30 20:23:16,-43.3002,-65.1023,71.1,28,100,3.74
356,Faya,SA,2021-04-30 20:25:38,18.3851,42.4509,62.6,88,20,5.75
357,Peleduy,RU,2021-04-30 20:25:38,59.6289,112.7406,20.82,97,45,2.3
358,Baykit,RU,2021-04-30 20:25:39,61.67,96.37,29.98,99,86,2.53
359,Port Moresby,PG,2021-04-30 20:25:39,-9.4431,147.1797,71.6,100,20,2.3
360,Evensk,RU,2021-04-30 20:25:39,61.95,159.2333,27.41,78,62,10.56
361,Kodinsk,RU,2021-04-30 20:25:40,58.6881,99.1844,29.84,97,59,3.47
362,Longhua,CN,2021-04-30 20:25:40,23.6137,114.1919,68.9,72,95,0.83
363,San Carlos De Bariloche,AR,2021-04-30 20:25:40,-41.1456,-71.3082,63.0,51,75,6.91
364,Fairbanks,US,2021-04-30 20:21:08,64.8378,-147.7164,35.6,60,90,13.8
365,Sangmelima,CM,2021-04-30 20:25:41,2.9333,11.9833,69.31,97,66,3.42
366,Puerto Escondido,MX,2021-04-30 20:23:21,15.85,-97.0667,86.0,70,40,6.91
367,Pisco,PE,2021-04-30 20:24:40,-13.7,-76.2167,73.4,68,0,16.11
368,Zhigansk,RU,2021-04-30 20:25:41,66.7697,123.3711,31.3,85,100,4.03
369,Palana,RU,2021-04-30 20:25:41,59.1167,159.9667,28.6,95,85,6.51
370,Sambava,MG,2021-04-30 20:25:42,-14.2667,50.1667,75.96,90,8,8.23
371,At-Bashi,KG,2021-04-30 20:25:42,41.1702,75.8106,52.41,59,84,3.4
372,Coquimbo,CL,2021-04-30 20:25:42,-29.9533,-71.3436,62.6,72,0,12.66
373,Ukiah,US,2021-04-30 20:22:15,39.1502,-123.2078,80.6,28,1,3.44
374,Galesong,ID,2021-04-30 20:25:43,-5.3166,119.3661,71.6,88,20,2.3
375,Jawhar,SO,2021-04-30 20:25:43,2.7809,45.5005,79.66,75,28,9.64
376,Miri,MY,2021-04-30 20:25:43,4.4148,114.0089,77.0,94,40,5.75
377,Kutum,SD,2021-04-30 20:25:44,14.2,24.6667,82.13,14,82,8.14
378,Weihe,CN,2021-04-30 20:25:44,32.9952,105.3247,56.98,72,0,3.38
379,Muroto,JP,2021-04-30 20:25:44,33.2833,134.15,62.46,64,68,3.11
380,Upernavik,GL,2021-04-30 20:25:44,72.7868,-56.1549,34.09,78,100,5.95
381,Storforshei,NO,2021-04-30 20:25:45,66.4043,14.5233,32.0,69,40,8.05
382,Katobu,ID,2021-04-30 20:25:45,-4.9408,122.5276,72.66,88,7,3.24
383,San Antonio,US,2021-04-30 20:25:45,29.4241,-98.4936,73.0,83,75,13.8
384,Dolores Hidalgo,MX,2021-04-30 20:25:46,21.1561,-100.9308,86.0,28,97,5.01
385,Mount Gambier,AU,2021-04-30 20:25:46,-37.8333,140.7667,57.2,54,100,9.22
386,Bireun,ID,2021-04-30 20:25:46,5.203,96.7009,77.77,86,96,4.14
387,Bollnas,SE,2021-04-30 20:25:46,61.3482,16.3946,33.01,53,16,3.91
388,Broome,US,2021-04-30 20:21:48,42.2506,-75.833,54.0,50,75,21.85
389,Skelleftea,SE,2021-04-30 20:25:47,64.7507,20.9528,34.0,100,90,1.14
390,Tukrah,LY,2021-04-30 20:25:47,32.5341,20.5791,82.27,25,14,6.2
391,Omboue,GA,2021-04-30 20:25:48,-1.5746,9.2618,78.85,86,100,4.59
392,Oriximina,BR,2021-04-30 20:25:48,-1.7656,-55.8661,84.6,73,83,3.47
393,Vilyuysk,RU,2021-04-30 20:25:48,63.7553,121.6247,30.18,97,100,5.91
394,Muzhi,RU,2021-04-30 20:25:48,65.3667,64.6667,13.17,90,72,3.27
395,Saldanha,ZA,2021-04-30 20:25:49,-33.0117,17.9442,55.4,67,0,8.05
396,Moussoro,TD,2021-04-30 20:25:49,13.6408,16.4901,89.33,4,0,10.29
397,Williams Lake,CA,2021-04-30 20:25:49,52.1415,-122.1445,59.0,44,75,6.91
398,Avera,US,2021-04-30 20:22:06,33.194,-82.5271,82.4,34,1,11.5
399,Talnakh,RU,2021-04-30 20:25:50,69.4865,88.3972,16.05,81,15,3.31
400,Tevriz,RU,2021-04-30 20:25:50,57.509,72.4042,38.1,67,66,7.56
401,Terney,RU,2021-04-30 20:25:50,45.0503,136.6092,37.27,86,0,3.36
402,Awbari,LY,2021-04-30 20:25:51,26.5921,12.7805,89.69,7,0,11.23
403,Lundazi,ZM,2021-04-30 20:25:51,-12.2929,33.1782,64.09,85,85,5.41
404,Krasnoselkup,RU,2021-04-30 20:21:47,65.7,82.4667,33.1,97,100,13.62
405,Yanam,IN,2021-04-30 20:25:51,16.7333,82.2167,77.14,83,2,2.26
406,Santa Rosa,PH,2021-04-30 20:25:52,14.3122,121.1114,82.4,69,40,2.3
407,Fort Nelson,CA,2021-04-30 20:25:52,58.8053,-122.7002,59.0,25,75,19.57
408,Beringovskiy,RU,2021-04-30 20:24:21,63.05,179.3167,25.07,82,100,9.22
409,Praia,CV,2021-04-30 20:21:31,14.9215,-23.5087,71.6,73,40,17.27
410,Yibin,CN,2021-04-30 20:25:52,28.7667,104.6238,73.33,69,100,1.79
411,Saint-Pierre,RE,2021-04-30 20:25:53,-21.3393,55.4781,75.2,83,11,6.91
412,Cananea,MX,2021-04-30 20:25:53,30.95,-110.3,72.0,27,5,1.01
413,Nyanza,RW,2021-04-30 20:25:53,-2.3519,29.7509,66.2,94,40,1.86
414,Olafsvik,IS,2021-04-30 20:25:54,64.8945,-23.7142,35.56,62,66,28.12
415,Deputatskiy,RU,2021-04-30 20:25:54,69.3,139.9,18.54,97,96,1.43
416,Okha,RU,2021-04-30 20:25:54,53.5739,142.9478,30.85,87,100,7.67
417,Barra Patuca,HN,2021-04-30 20:25:55,15.8,-84.2833,85.95,60,6,14.25
418,Batemans Bay,AU,2021-04-30 20:25:55,-35.7167,150.1833,54.0,96,7,4.0
419,La Ferte-Bernard,FR,2021-04-30 20:25:55,48.1863,0.6536,50.0,76,90,3.44
420,Pitimbu,BR,2021-04-30 20:25:56,-7.4706,-34.8086,80.6,78,20,10.36
421,Banyo,CM,2021-04-30 20:24:05,6.75,11.8167,74.91,64,100,3.27
422,Katherine,AU,2021-04-30 20:25:56,-14.4667,132.2667,62.6,82,0,4.61
423,Keti Bandar,PK,2021-04-30 20:25:56,24.1447,67.4497,82.6,76,100,11.16
424,Otradnoye,RU,2021-04-30 20:25:57,59.7775,30.8181,39.2,65,0,8.95
425,Mihail Kogalniceanu,RO,2021-04-30 20:25:57,44.3667,28.45,51.8,100,73,3.44
426,Masterton,NZ,2021-04-30 20:25:57,-40.9597,175.6575,54.0,69,99,5.99
427,Coihaique,CL,2021-04-30 20:25:06,-45.5752,-72.0662,55.4,71,75,3.44
428,Aland,IN,2021-04-30 20:25:58,17.5667,76.5667,90.19,25,86,6.53
429,Marsa Matruh,EG,2021-04-30 20:25:58,31.3525,27.2453,69.8,60,0,8.05
430,Hamilton,US,2021-04-30 20:25:30,39.1834,-84.5333,69.01,33,2,5.99
431,Henties Bay,NA,2021-04-30 20:25:59,-22.116,14.2845,60.01,89,0,1.01
432,Aksu,CN,2021-04-30 20:25:59,41.1231,80.2644,69.46,13,0,4.12
433,Starodzhereliyevskaya,RU,2021-04-30 20:25:59,45.476,38.2968,59.0,74,12,1.01
434,Madera,US,2021-04-30 20:24:05,37.1666,-119.8343,84.99,28,58,1.99
435,Leh,IN,2021-04-30 20:26:00,34.1667,77.5833,38.98,44,77,2.33
436,Moron,AR,2021-04-30 20:22:46,-34.6534,-58.6198,73.99,49,0,4.0
437,Kharitonovo,RU,2021-04-30 20:26:00,61.4009,47.4978,37.8,96,100,8.84
438,Dubbo,AU,2021-04-30 20:26:00,-32.25,148.6167,50.0,93,0,9.22
439,Sabang,ID,2021-04-30 20:26:01,5.8933,95.3214,82.56,73,95,4.05
440,Provideniya,RU,2021-04-30 20:26:01,64.3833,-173.3,28.71,59,99,0.81
441,Kalawit,PH,2021-04-30 20:26:01,8.0667,122.5167,78.82,84,100,4.23
442,Cidreira,BR,2021-04-30 20:26:02,-30.1811,-50.2056,69.44,70,0,14.58
443,Road Town,VG,2021-04-30 20:26:02,18.4167,-64.6167,82.4,65,40,10.36
444,Porto Belo,BR,2021-04-30 20:26:02,-27.1578,-48.5531,73.4,60,20,5.75
445,Doha,QA,2021-04-30 20:22:54,25.2867,51.5333,82.4,65,0,6.91
446,Sisimiut,GL,2021-04-30 20:26:03,66.9395,-53.6735,38.48,72,21,4.5
447,Kalmunai,LK,2021-04-30 20:26:03,7.4167,81.8167,79.84,84,91,6.62
448,Lengshuijiang,CN,2021-04-30 20:26:03,27.6881,111.4294,67.03,73,48,2.68
449,Kolobrzeg,PL,2021-04-30 20:26:04,54.1757,15.5834,43.0,84,98,4.0
450,Bull Savanna,JM,2021-04-30 20:26:04,17.8868,-77.5902,81.03,64,35,14.7
451,Yekaterinoslavka,RU,2021-04-30 20:26:04,50.3734,129.1139,42.6,78,99,6.2
452,Chumikan,RU,2021-04-30 20:26:04,54.7183,135.315,28.65,97,100,8.77
453,Leeton,AU,2021-04-30 20:26:05,-34.5667,146.4,51.8,76,0,2.3
454,Acajutla,SV,2021-04-30 20:22:54,13.5928,-89.8275,89.6,43,40,2.3
455,Myitkyina,MM,2021-04-30 20:26:05,25.3833,97.4,68.61,93,100,1.45
456,Puerto Baquerizo Moreno,EC,2021-04-30 20:22:33,-0.9,-89.6,82.4,69,40,10.36
457,Jiuquan,CN,2021-04-30 20:26:06,39.7432,98.5174,63.36,11,100,4.72
458,Uribia,CO,2021-04-30 20:26:06,11.7139,-72.266,85.89,55,92,6.44
459,Balkhash,KZ,2021-04-30 20:26:07,46.844,74.9804,50.88,70,100,20.27
460,Burnie,AU,2021-04-30 20:26:08,-41.0667,145.9167,51.01,93,85,3.0
461,Camargo,MX,2021-04-30 20:26:08,27.6667,-105.1667,58.55,62,100,12.88
462,Vyara,IN,2021-04-30 20:26:08,21.1167,73.4,84.4,50,76,7.29
463,Panguipulli,CL,2021-04-30 20:26:09,-39.6333,-72.3333,60.8,72,90,6.91
464,Valdosta,US,2021-04-30 20:23:50,30.8327,-83.2785,87.8,48,20,4.61
465,Varnavino,RU,2021-04-30 20:26:09,57.4035,45.0916,50.27,69,100,18.68
466,Iqaluit,CA,2021-04-30 20:21:36,63.7506,-68.5145,35.6,75,90,16.11
467,Sinnamary,GF,2021-04-30 20:26:09,5.3833,-52.95,75.06,92,100,4.59
468,Tecpan,GT,2021-04-30 20:26:10,14.7623,-90.9947,78.8,53,40,13.8
469,Panaba,MX,2021-04-30 20:21:23,21.2833,-88.2667,95.7,31,0,13.87
470,Petropavlovsk-Kamchatskiy,RU,2021-04-30 20:26:10,53.0452,158.6483,35.6,93,90,4.47
471,Balkanabat,TM,2021-04-30 20:26:10,39.5108,54.3671,74.37,46,36,8.19
472,Chenghai,CN,2021-04-30 20:26:11,23.4632,116.768,69.8,83,100,2.24
473,Arandis,NA,2021-04-30 20:26:11,-22.4167,14.9667,60.01,89,0,1.01
474,Zunyi,CN,2021-04-30 20:26:11,27.6867,106.9072,65.98,82,100,1.66
475,Alofi,NU,2021-04-30 20:23:36,-19.0595,-169.9187,82.4,83,75,4.61
476,Sinjar,IQ,2021-04-30 20:26:12,36.3209,41.8754,72.81,40,1,7.25
477,Matola,MZ,2021-04-30 20:26:12,-25.9622,32.4589,68.0,77,40,16.11
478,Maraa,BR,2021-04-30 20:26:12,-1.8333,-65.3667,82.27,75,80,1.07
479,Aketi,CD,2021-04-30 20:26:13,2.7388,23.7833,69.94,97,100,7.56
480,Bathsheba,BB,2021-04-30 20:26:13,13.2167,-59.5167,82.4,54,40,16.11
481,Moose Factory,CA,2021-04-30 20:26:13,51.2585,-80.6094,32.0,64,90,13.8
482,Qena,EG,2021-04-30 20:26:14,26.1615,32.7183,93.2,11,0,3.44
483,Ingham,US,2021-04-30 20:26:14,42.6,-84.3833,55.0,32,40,16.11
484,Mackay,AU,2021-04-30 20:26:14,-21.15,149.2,66.2,88,21,10.36
485,Raga,SS,2021-04-30 20:26:14,8.4596,25.678,79.36,47,58,2.48
486,Chicama,PE,2021-04-30 20:26:15,-7.8447,-79.1469,66.2,88,75,9.22
487,Jalu,LY,2021-04-30 20:23:36,29.0331,21.5482,89.46,10,0,10.47
488,Charters Towers,AU,2021-04-30 20:26:15,-20.1,146.2667,62.42,91,20,7.56
489,Kamaishi,JP,2021-04-30 20:26:15,39.2667,141.8833,45.37,81,3,6.89
490,Nemuro,JP,2021-04-30 20:26:16,43.3236,145.575,38.1,77,92,25.23
491,Patan,NP,2021-04-30 20:26:16,27.6667,85.3333,60.8,82,75,2.3
492,Ribeira Brava,PT,2021-04-30 20:26:16,32.65,-17.0667,59.0,76,89,5.99
493,Novikovo,RU,2021-04-30 20:26:17,51.1537,37.8879,54.54,81,83,10.47
494,Kibala,TD,2021-04-30 20:26:17,9.1104,18.3463,91.4,40,0,5.7
495,Chingirlau,KZ,2021-04-30 20:26:17,51.095,54.0814,50.56,48,100,6.69
496,Awjilah,LY,2021-04-30 20:26:18,29.1081,21.2869,90.05,11,0,10.18
497,Lahaina,US,2021-04-30 20:26:18,20.8783,-156.6825,78.8,94,75,16.11
498,Koch Bihar,IN,2021-04-30 20:26:18,26.3167,89.4333,79.38,39,84,4.45
499,Banda Aceh,ID,2021-04-30 20:26:18,5.5577,95.3222,78.94,82,80,4.72
500,Shishou,CN,2021-04-30 20:26:19,29.7226,112.419,68.68,74,0,4.56
501,Laguna,US,2021-04-30 20:26:19,38.421,-121.4238,84.99,28,75,8.05
502,Roald,NO,2021-04-30 20:26:19,62.5833,6.1333,37.4,75,75,8.05
503,Basco,PH,2021-04-30 20:26:20,20.4487,121.9702,78.62,78,0,7.54
504,Jiaocheng,CN,2021-04-30 20:26:20,24.6774,116.1389,66.92,69,100,0.34
505,Tucuman,AR,2021-04-30 20:26:20,-26.8241,-65.2226,78.8,41,20,8.05
506,Hobyo,SO,2021-04-30 20:26:21,5.3505,48.5268,84.42,66,15,10.42
507,Sadovoye,RU,2021-04-30 20:26:21,47.7764,44.5089,52.12,86,40,6.78
508,Manaure,CO,2021-04-30 20:26:22,11.7751,-72.4445,82.36,68,68,13.24
509,Balykshi,KZ,2021-04-30 20:26:22,47.0667,51.8667,50.0,40,0,8.95
510,Kalyan,IN,2021-04-30 20:26:22,19.25,73.15,86.0,74,40,4.61
511,Mandurah,AU,2021-04-30 20:25:04,-32.55,115.7,55.99,76,28,7.67
512,Tingo Maria,PE,2021-04-30 20:26:23,-9.2895,-76.0088,84.2,54,40,5.75
513,Elizabeth City,US,2021-04-30 20:26:23,36.2946,-76.2511,78.01,31,20,16.11
514,Degtyarsk,RU,2021-04-30 20:26:24,56.704,60.0879,28.4,86,0,2.24
515,Flinders,AU,2021-04-30 20:26:24,-34.5833,150.8552,55.99,88,1,1.01
516,Qujing,CN,2021-04-30 20:26:24,25.4833,103.7833,58.24,86,100,4.07
517,Biryusinsk,RU,2021-04-30 20:26:25,55.9634,97.8235,32.14,94,7,4.5
518,Townsville,AU,2021-04-30 20:26:25,-19.25,146.8,66.2,88,99,5.75
519,Tahta,EG,2021-04-30 20:26:25,26.7693,31.5021,93.2,9,0,5.75
520,Yar-Sale,RU,2021-04-30 20:26:26,66.8333,70.8333,25.38,93,100,12.8
521,Cotonou,BJ,2021-04-30 20:26:26,6.3654,2.4183,84.2,79,20,11.5
522,Ponta Delgada,PT,2021-04-30 20:26:26,37.7333,-25.6667,59.0,63,40,9.22
523,Slantsy,RU,2021-04-30 20:26:26,59.1182,28.0914,33.28,72,1,4.74
524,Berlevag,NO,2021-04-30 20:23:36,70.8578,29.0864,26.6,86,40,21.09
525,San Lawrenz,MT,2021-04-30 20:26:27,36.0553,14.204,68.0,82,0,5.75
526,Waitati,NZ,2021-04-30 20:26:27,-45.75,170.5667,41.63,87,86,3.91
527,Narsaq,GL,2021-04-30 20:26:27,60.9167,-46.05,55.4,26,7,32.21
528,Rio Gallegos,AR,2021-04-30 20:26:28,-51.6226,-69.2181,50.0,81,20,3.44
529,Port Hardy,CA,2021-04-30 20:26:28,50.6996,-127.4199,53.6,87,75,8.05
530,Ust-Ilimsk,RU,2021-04-30 20:26:28,58.0006,102.6619,35.64,85,90,9.8
531,Tigil,RU,2021-04-30 20:26:29,57.8,158.6667,34.32,87,100,3.4
532,Huntsville,US,2021-04-30 20:25:10,34.7304,-86.5861,77.0,35,40,9.22
533,Egvekinot,RU,2021-04-30 20:22:38,66.3167,-179.1667,19.78,91,99,0.43
534,Odweyne,SO,2021-04-30 20:26:29,9.4092,45.064,75.9,63,60,3.4
535,Batasan,PH,2021-04-30 20:26:29,12.7667,120.7833,79.75,72,71,3.96
536,Jiguani,CU,2021-04-30 20:26:30,20.3667,-76.4272,93.2,38,40,12.66
537,Aventura,US,2021-04-30 20:22:31,25.9565,-80.1392,90.0,55,90,10.36
538,Rustenburg,ZA,2021-04-30 20:26:30,-25.6676,27.2421,59.88,58,0,3.36
539,Merauke,ID,2021-04-30 20:25:06,-8.4667,140.3333,75.67,90,24,9.95
540,Shigony,RU,2021-04-30 20:26:31,53.3875,48.6777,50.31,59,96,11.5
541,Weligama,LK,2021-04-30 20:26:31,5.9667,80.4167,78.26,86,100,2.01
542,Birjand,IR,2021-04-30 20:26:31,32.8663,59.2211,64.4,48,75,16.11
543,Moa,CU,2021-04-30 20:26:31,20.6569,-74.9403,84.02,57,22,13.42
544,Tezu,IN,2021-04-30 20:26:32,27.9167,96.1667,73.72,58,99,4.68
545,Kaitong,CN,2021-04-30 20:26:32,44.8135,123.15,44.15,31,100,5.59
546,Ambovombe,MG,2021-04-30 20:26:32,-25.1667,46.0833,69.35,76,81,7.18
547,Mutoko,ZW,2021-04-30 20:26:33,-17.397,32.2268,65.8,61,17,4.12
548,Mabaruma,GY,2021-04-30 20:26:33,8.2,-59.7833,84.6,61,59,6.38
549,Shubarkuduk,KZ,2021-04-30 20:25:59,49.1447,56.4872,50.31,44,7,7.29
550,Chernyshevskiy,RU,2021-04-30 20:26:33,63.0128,112.4714,29.37,97,100,5.21
551,Ulety,RU,2021-04-30 20:26:34,51.3572,112.4849,27.82,87,35,2.77
552,Carutapera,BR,2021-04-30 20:26:34,-1.195,-46.02,76.46,92,100,2.42
553,Basoko,CD,2021-04-30 20:26:34,1.2391,23.616,72.43,95,100,6.02
554,Cairns,AU,2021-04-30 20:26:35,-16.9167,145.7667,71.6,83,75,9.22
555,Gewane,ET,2021-04-30 20:26:35,10.1664,40.6453,75.49,74,13,3.06
556,Hami,CN,2021-04-30 20:26:35,42.8,93.45,72.7,13,32,4.38
557,Zhigalovo,RU,2021-04-30 20:26:35,54.8097,105.1578,34.07,93,100,2.48
558,Urzhum,RU,2021-04-30 20:26:36,57.1141,49.9996,47.71,69,100,16.62
559,Douglas,US,2021-04-30 20:24:31,41.3,-96.167,81.0,21,40,3.44
560,Teseney,ER,2021-04-30 20:26:36,15.11,36.6575,85.53,39,47,13.47
561,Chiang Klang,TH,2021-04-30 20:26:37,19.2938,100.8617,72.93,95,79,1.12
562,Najran,SA,2021-04-30 20:26:37,17.4924,44.1277,78.8,31,75,9.22
563,Khalkhal,IR,2021-04-30 20:26:37,37.6189,48.5258,50.25,84,100,3.87
564,Keetmanshoop,NA,2021-04-30 20:26:37,-26.5833,18.1333,55.4,33,0,2.3
565,Chapais,CA,2021-04-30 20:24:22,49.7834,-74.8492,59.0,36,75,12.66
566,Grants Pass,US,2021-04-30 20:26:38,42.439,-123.3284,71.6,21,1,2.33
